Rk,Player,Nation,Pos,Squad,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
318,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DFMF,Wolfsburg,14.6,1,0,0,10,2,0,20.0,0.69,0.14,0.10,0.50,0.4,0.4,0.04,+0.6,+0.6,Matches
319,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Hoffenheim,16.0,1,0,0,13,4,0,30.8,0.81,0.25,0.08,0.25,0.7,0.7,0.06,+0.3,+0.3,Matches
320,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,3.8,0,0,0,5,0,0,0.0,1.32,0.00,0.00,,0.3,0.3,0.05,-0.3,-0.3,Matches
321,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,0.3,0,0,0,1,0,0,0.0,3.91,0.00,0.00,,0.5,0.5,0.54,-0.5,-0.5,Matches
322,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,8.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
323,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,12.0,1,0,0,25,8,0,32.0,2.08,0.66,0.04,0.13,3.1,3.1,0.12,-2.1,-2.1,Matches
324,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MF,Paderborn 07,5.4,2,0,0,18,7,7,38.9,3.35,1.30,0.11,0.29,1.1,1.1,0.06,+0.9,+0.9,Matches
325,Marcel Sabitzer\Marcel-Sabitzer,at AUT,FWMF,RB Leipzig,14.7,6,0,0,40,14,5,35.0,2.71,0.95,0.15,0.43,4.4,4.4,0.11,+1.6,+1.6,Matches
326,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,11.3,0,0,0,6,1,0,16.7,0.53,0.09,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
327,Roland Sallai\Roland-Sallai,hu HUN,FW,Freiburg,4.5,0,0,0,11,3,0,27.3,2.43,0.66,0.00,0.00,0.8,0.8,0.07,-0.8,-0.8,Matches
328,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,2.9,0,0,0,2,0,0,0.0,0.69,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
329,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
330,Jadon Sancho\Jadon-Sancho,eng ENG,MF,Dortmund,13.1,9,0,0,28,18,0,64.3,2.13,1.37,0.32,0.50,3.9,3.9,0.14,+5.1,+5.1,Matches
331,Salif Sané\Salif-Sane,sn SEN,DFMF,Schalke 04,7.5,2,0,0,7,3,0,42.9,0.93,0.40,0.29,0.67,0.5,0.5,0.08,+1.5,+1.5,Matches
332,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,2.0,1,0,0,3,1,0,33.3,1.53,0.51,0.33,1.00,0.4,0.4,0.14,+0.6,+0.6,Matches
333,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,6.1,2,0,0,13,7,0,53.8,2.12,1.14,0.15,0.29,2.0,2.0,0.16,0.0,0.0,Matches
334,Louis Schaub\Louis-Schaub,at AUT,MF,Köln,7.0,1,0,0,9,5,0,55.6,1.29,0.72,0.11,0.20,0.6,0.6,0.07,+0.4,+0.4,Matches
335,Patrik Schick\Patrik-Schick,cz CZE,FW,RB Leipzig,4.0,4,0,0,9,5,0,55.6,2.26,1.25,0.44,0.80,1.5,1.5,0.17,+2.5,+2.5,Matches
336,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,0.5,0,0,0,1,1,0,100.0,2.20,2.20,0.00,0.00,0.0,0.0,0.04,0.0,0.0,Matches
337,Kingsley Schindler\Kingsley-Schindler,de GER,DF,Köln,8.9,0,0,0,13,2,0,15.4,1.46,0.22,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,Matches
338,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,4.6,1,0,0,8,3,0,37.5,1.72,0.65,0.13,0.33,0.5,0.5,0.06,+0.5,+0.5,Matches
339,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,7.6,0,0,0,4,1,0,25.0,0.53,0.13,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
340,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,3.9,0,0,0,3,1,0,33.3,0.77,0.26,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
341,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
342,Jonathan Schmid\Jonathan-Schmid,fr FRA,MF,Freiburg,15.9,4,0,0,23,12,7,52.2,1.44,0.75,0.17,0.33,2.2,2.2,0.10,+1.8,+1.8,Matches
343,Manuel Schmiedebach\Manuel-Schmiedebach,de GER,MF,Union Berlin,1.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
344,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,4.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
345,Sebastian Schonlau\Sebastian-Schonlau,de GER,MF,Paderborn 07,11.0,2,0,0,6,3,0,50.0,0.55,0.27,0.33,0.67,0.6,0.6,0.10,+1.4,+1.4,Matches
346,Alessandro Schöpf\Alessandro-Schopf,at AUT,MF,Schalke 04,2.1,0,0,0,5,1,0,20.0,2.33,0.47,0.00,0.00,0.7,0.7,0.15,-0.7,-0.7,Matches
347,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,2.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
348,Nico Schulz\Nico-Schulz,de GER,DFMF,Dortmund,6.3,1,0,0,6,1,0,16.7,0.96,0.16,0.17,1.00,0.4,0.4,0.07,+0.6,+0.6,Matches
349,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,7.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
350,Davie Selke\Davie-Selke,de GER,FW,Hertha BSC,9.6,1,0,0,15,3,0,20.0,1.56,0.31,0.07,0.33,2.2,2.2,0.15,-1.2,-1.2,Matches
351,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,12.9,6,0,0,28,11,0,39.3,2.17,0.85,0.21,0.55,2.4,2.4,0.08,+3.6,+3.6,Matches
352,Khiry Shelton\Khiry-Shelton,us USA,FW,Paderborn 07,0.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
353,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,5.9,3,0,0,22,8,0,36.4,3.71,1.35,0.14,0.38,2.3,2.3,0.10,+0.7,+0.7,Matches
354,Sarpreet Singh\Sarpreet-Singh,nz NZL,MF,Bayern Munich,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
355,Daley Sinkgraven\Daley-Sinkgraven,nl NED,MF,Bayer,2.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
356,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,13.7,1,0,0,12,2,0,16.7,0.88,0.15,0.08,0.50,0.7,0.7,0.06,+0.3,+0.3,Matches
357,Robert Skov\Robert-Skov,dk DEN,FW,Hoffenheim,14.8,2,0,0,28,9,10,32.1,1.89,0.61,0.07,0.22,1.0,1.0,0.04,+1.0,+1.0,Matches
358,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,0.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
359,Lasse Sobiech\Lasse-Sobiech,de GER,DFMF,Köln,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
360,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,3.1,0,0,0,2,0,0,0.0,0.65,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
361,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,17.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
362,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,12.4,1,0,0,17,1,0,5.9,1.37,0.08,0.06,1.00,1.1,1.1,0.06,-0.1,-0.1,Matches
363,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,12.7,1,0,0,4,1,0,25.0,0.32,0.08,0.25,1.00,0.2,0.2,0.06,+0.8,+0.8,Matches
364,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DFMF,Hoffenheim,3.4,0,0,0,1,0,0,0.0,0.29,0.00,0.00,,0.0,0.0,0.03,0.0,0.0,Matches
365,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,9.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
366,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,11.5,0,0,0,3,0,0,0.0,0.26,0.00,0.00,,0.2,0.2,0.07,-0.2,-0.2,Matches
367,Renato Steffen\Renato-Steffen,ch SUI,MF,Wolfsburg,4.5,0,0,0,2,0,0,0.0,0.44,0.00,0.00,,0.2,0.2,0.10,-0.2,-0.2,Matches
368,Zack Steffen\Zack-Steffen,us USA,GK,Düsseldorf,17.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
369,Lars Stindl\Lars-Stindl,de GER,MF,M'gladbach,3.5,1,1,1,5,1,0,20.0,1.42,0.28,0.00,0.00,1.5,0.8,0.15,-0.5,-0.8,Matches
370,Tobias Strobl\Tobias-Strobl,de GER,DFMF,M'gladbach,1.4,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
371,Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,5.0,0,0,0,1,0,0,0.0,0.20,0.00,0.00,,0.2,0.2,0.19,-0.2,-0.2,Matches
372,Neven Subotić\Neven-Subotic,rs SRB,DF,Union Berlin,10.8,0,0,0,5,0,0,0.0,0.46,0.00,0.00,,0.5,0.5,0.10,-0.5,-0.5,Matches
373,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,1.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
374,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,7.1,0,0,0,6,1,0,16.7,0.84,0.14,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
375,Markus Suttner\Markus-Suttner,at AUT,DFGK,Düsseldorf,3.8,0,0,0,2,0,1,0.0,0.53,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
376,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,8.4,1,0,0,18,7,0,38.9,2.13,0.83,0.06,0.14,3.4,3.4,0.19,-2.4,-2.4,Matches
377,Jonathan Tah\Jonathan-Tah,de GER,DF,Bayer,12.0,0,0,0,3,1,0,33.3,0.25,0.08,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
378,Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,1.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
379,Bernard Tekpetey\Bernard-Tekpetey,gh GHA,MF,Düsseldorf,4.3,0,0,0,10,1,0,10.0,2.32,0.23,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,Matches
380,Lino Tempelmann\Lino-Tempelmann,de GER,MF,Freiburg,0.4,0,0,0,1,0,0,0.0,2.65,0.00,0.00,,0.0,0.0,0.04,0.0,0.0,Matches
381,Simon Terodde\Simon-Terodde,de GER,FW,Köln,8.2,3,0,0,36,11,0,30.6,4.39,1.34,0.08,0.27,6.5,6.5,0.18,-3.5,-3.5,Matches
382,Niclas Thiede\Niclas-Thiede,de GER,GK,Freiburg,0.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
383,Jan Thielmann\Jan-Thielmann,de GER,FW,Köln,2.3,0,0,0,5,2,0,40.0,2.21,0.88,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
384,Erik Thommy\Erik-Thommy,de GER,MF,Düsseldorf,10.6,2,0,0,22,8,1,36.4,2.08,0.75,0.09,0.25,1.1,1.1,0.05,+0.9,+0.9,Matches
385,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'gladbach,13.8,6,0,0,31,21,0,67.7,2.24,1.52,0.19,0.29,5.3,5.3,0.17,+0.7,+0.7,Matches
386,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,11.4,1,0,0,7,2,0,28.6,0.62,0.18,0.14,0.50,0.8,0.8,0.12,+0.2,+0.2,Matches
387,Corentin Tolisso\Corentin-Tolisso,fr FRA,DFMF,Bayern Munich,5.1,1,0,0,11,3,0,27.3,2.14,0.58,0.09,0.33,1.2,1.2,0.11,-0.2,-0.2,Matches
388,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,3.1,0,0,0,4,1,0,25.0,1.29,0.32,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
389,Lucas Torró\Lucas-Torro,es ESP,MF,Eint Frankfurt,1.5,0,0,0,2,0,0,0.0,1.31,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
390,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
391,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,7.2,0,0,0,8,2,0,25.0,1.11,0.28,0.00,0.00,1.4,1.4,0.17,-1.4,-1.4,Matches
392,Ibrahima Traoré\Ibrahima-Traore,gn GUI,MF,M'gladbach,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
393,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,6.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
394,Christopher Trimmel\Christopher-Trimmel,at AUT,FWMF,Union Berlin,17.0,0,0,0,2,2,0,100.0,0.12,0.12,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
395,Anthony Ujah\Anthony-Ujah,ng NGA,FW,Union Berlin,5.7,2,0,0,13,4,0,30.8,2.28,0.70,0.15,0.50,1.5,1.5,0.11,+0.5,+0.5,Matches
396,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,0.0,0,0,0,0,0,0,,,,,,0.0,0.0,,0.0,0.0,Matches
397,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,12.6,0,0,0,11,4,0,36.4,0.87,0.32,0.00,0.00,1.6,1.6,0.16,-1.6,-1.6,Matches
398,Mark Uth\Mark-Uth,de GER,FW,Schalke 04,3.9,0,0,0,8,3,0,37.5,2.05,0.77,0.00,0.00,0.9,0.9,0.12,-0.9,-0.9,Matches
399,Ruben Vargas\Ruben-Vargas,ch SUI,FW,Augsburg,14.2,3,0,0,28,12,0,42.9,1.97,0.85,0.11,0.25,4.1,4.1,0.15,-1.1,-1.1,Matches
400,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,15.4,0,0,0,15,4,0,26.7,0.97,0.26,0.00,0.00,0.7,0.7,0.05,-0.7,-0.7,Matches
401,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,9.9,0,0,0,2,0,0,0.0,0.20,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
402,Birger Verstraete\Birger-Verstraete,be BEL,DF,Köln,7.4,0,0,0,8,2,4,25.0,1.08,0.27,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches
403,Kevin Vogt\Kevin-Vogt,de GER,DFMF,Hoffenheim,10.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
404,Kevin Volland\Kevin-Volland,de GER,FW,Bayer,15.2,5,0,0,46,22,1,47.8,3.02,1.45,0.11,0.23,6.8,6.8,0.15,-1.8,-1.8,Matches
405,Luca Waldschmidt\Luca-Waldschmidt,de GER,FW,Freiburg,6.0,4,2,2,18,3,1,16.7,3.02,0.50,0.11,0.67,2.3,0.8,0.05,+1.7,+1.2,Matches
406,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,16.1,7,1,1,45,17,0,37.8,2.79,1.05,0.13,0.35,7.1,6.3,0.14,-0.1,-0.3,Matches
407,Julian Weigl\Julian-Weigl,de GER,MF,Dortmund,11.3,1,0,0,9,3,0,33.3,0.79,0.26,0.11,0.33,0.3,0.3,0.03,+0.7,+0.7,Matches
408,Mitchell Weiser\Mitchell-Weiser,de GER,DFMF,Bayer,5.9,0,0,0,3,0,0,0.0,0.51,0.00,0.00,,0.2,0.2,0.06,-0.2,-0.2,Matches
409,Wendell\Wendell,br BRA,DF,Bayer,12.7,0,0,0,7,0,0,0.0,0.55,0.00,0.00,,0.2,0.2,0.03,-0.2,-0.2,Matches
410,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'gladbach,9.9,2,0,0,7,2,0,28.6,0.71,0.20,0.29,1.00,1.1,1.1,0.15,+0.9,+0.9,Matches
411,Timo Werner\Timo-Werner,de GER,FWMF,RB Leipzig,15.8,18,3,3,67,35,0,52.2,4.23,2.21,0.22,0.43,13.9,11.6,0.17,+4.1,+3.4,Matches
412,Felix Wiedwald\Felix-Wiedwald,de GER,GK,Eint Frankfurt,3.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
413,William\William,br BRA,DF,Wolfsburg,13.9,1,0,0,17,6,1,35.3,1.22,0.43,0.06,0.17,1.5,1.5,0.09,-0.5,-0.5,Matches
414,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,12.1,3,0,0,16,5,0,31.3,1.32,0.41,0.19,0.60,1.0,1.0,0.06,+2.0,+2.0,Matches
415,Hannes Wolf\Hannes-Wolf,at AUT,MF,RB Leipzig,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
416,Marius Wolf\Marius-Wolf,de GER,FW,Hertha BSC,10.3,1,0,0,9,2,0,22.2,0.88,0.19,0.11,0.50,0.5,0.5,0.05,+0.5,+0.5,Matches
417,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,5.3,0,0,0,2,1,0,50.0,0.38,0.19,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,Matches
418,Denis Zakaria\Denis-Zakaria,ch SUI,MF,M'gladbach,15.2,2,0,0,18,5,0,27.8,1.18,0.33,0.11,0.40,1.2,1.2,0.07,+0.8,+0.8,Matches
419,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,14.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
420,Jean Zimmer\Jean-Zimmer,de GER,DF,Düsseldorf,5.9,0,0,0,9,1,0,11.1,1.53,0.17,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
421,Matthias Zimmermann\Matthias-Zimmermann,de GER,DFMF,Düsseldorf,17.0,0,0,0,10,0,0,0.0,0.59,0.00,0.00,,0.3,0.3,0.03,-0.3,-0.3,Matches
422,Leopold Zingerle\Leopold-Zingerle,de GER,GK,Paderborn 07,11.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
423,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,0.1,2,0,0,2,2,0,100.0,25.71,25.71,1.00,1.00,0.6,0.6,0.29,+1.4,+1.4,Matches
424,Ben Zolinski\Ben-Zolinski,de GER,DFMF,Paderborn 07,9.1,2,0,0,13,4,0,30.8,1.43,0.44,0.15,0.50,2.0,2.0,0.16,0.0,0.0,Matches
425,Steven Zuber\Steven-Zuber,ch SUI,MF,Hoffenheim,1.0,0,0,0,3,0,0,0.0,3.00,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches