,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
226,Aaron Lennon\Aaron-Lennon,eng ENG,FWMF,Burnley,32,1987,12,3,386,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
227,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,27,1992,21,21,1890,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
228,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,24,1994,18,16,1498,0,1,0,0,8,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.8,0.03,0.05,0.08,0.03,0.08,Matches
229,Jamal Lewis\Jamal-Lewis,nir NIR,,Norwich City,21,1998,14,13,1155,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.04,0.01,0.04,Matches
230,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,25,1994,20,20,1800,1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
231,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,Manchester Utd,26,1992,18,9,868,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.9,0.17,0.09,0.26,0.17,0.26,Matches
232,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,32,1986,7,7,548,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
233,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,23,1996,11,2,333,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.08,0.07,0.15,0.08,0.15,Matches
234,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Brighton,25,1993,2,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.40,0.00,0.40,0.40,0.40,Matches
235,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,28,1990,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
236,Shane Long\Shane-Long,ie IRL,FW,Southampton,32,1987,11,5,526,0,1,0,0,0,0,0.00,0.17,0.17,0.00,0.17,2.8,2.8,0.4,0.48,0.07,0.55,0.48,0.55,Matches
237,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,19,2000,4,4,360,2,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.2,0.09,0.05,0.13,0.09,0.13,Matches
238,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,21,1997,14,9,875,0,1,0,0,1,1,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.8,0.03,0.08,0.11,0.03,0.11,Matches
239,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,30,1989,8,8,670,0,1,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.4,0.05,0.05,0.10,0.05,0.10,Matches
240,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,30,1989,12,12,1080,0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,1.1,0.00,0.09,0.09,0.00,0.09,Matches
241,David Luiz\David-Luiz,br BRA,DFMF,Arsenal,32,1987,18,18,1620,2,0,0,0,4,0,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.3,0.08,0.02,0.10,0.08,0.10,Matches
242,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,21,1998,19,13,1233,2,1,0,0,2,0,0.15,0.07,0.22,0.15,0.22,1.4,1.4,0.6,0.10,0.04,0.15,0.10,0.15,Matches
243,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,25,1994,19,19,1680,3,2,0,0,4,0,0.16,0.11,0.27,0.16,0.27,3.4,3.4,2.1,0.18,0.11,0.29,0.18,0.29,Matches
244,James Maddison\James-Maddison,eng ENG,MF,Leicester City,22,1996,20,19,1684,6,3,0,0,2,0,0.32,0.16,0.48,0.32,0.48,3.8,3.8,4.9,0.20,0.26,0.46,0.20,0.46,Matches
245,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,26,1993,21,21,1890,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.5,0.07,0.02,0.09,0.07,0.09,Matches
246,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,28,1991,17,11,995,5,6,0,0,0,0,0.45,0.54,0.99,0.45,0.99,3.2,3.2,4.8,0.29,0.44,0.72,0.29,0.72,Matches
247,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,FWMF,Arsenal,21,1997,12,12,1030,0,2,0,0,4,1,0.00,0.17,0.17,0.00,0.17,0.2,0.2,1.5,0.02,0.13,0.15,0.02,0.15,Matches
248,Sadio Mané\Sadio-Mane,sn SEN,FWMF,Liverpool,27,1992,18,17,1509,10,6,0,0,1,0,0.60,0.36,0.95,0.60,0.95,7.8,7.8,4.4,0.46,0.26,0.73,0.46,0.73,Matches
249,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,25,1994,11,9,800,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
250,Solly March\Solly-March,eng ENG,MF,Brighton,25,1994,8,6,601,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.5,0.04,0.07,0.12,0.04,0.12,Matches
251,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,32,1986,10,8,776,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.04,0.02,0.06,0.04,0.06,Matches
252,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,23,1995,15,14,1198,7,3,0,1,1,0,0.53,0.23,0.75,0.53,0.75,5.3,4.6,1.8,0.40,0.14,0.54,0.34,0.48,Matches
253,David Martin\David-Martin,eng ENG,GK,West Ham,33,1986,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
254,Martinelli\Martinelli,br BRA,MF,Arsenal,18,2001,10,3,366,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.8,0.8,0.2,0.19,0.05,0.24,0.19,0.24,Matches
255,Adam Masina\Adam-Masina,it ITA,DF,Watford,25,1994,9,5,502,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
256,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,25,1993,9,6,569,0,1,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.9,0.01,0.15,0.16,0.01,0.16,Matches
257,Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,31,1988,12,5,431,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.0,0.18,0.21,0.39,0.18,0.39,Matches
258,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,30,1988,5,4,331,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,Matches
259,Joël Matip\Joel-Matip,cm CMR,DFMF,Liverpool,27,1991,7,7,630,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
260,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,22,1996,21,17,1541,7,1,1,1,2,0,0.41,0.06,0.47,0.35,0.41,7.6,6.8,1.5,0.44,0.09,0.53,0.40,0.49,Matches
261,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,31,1987,20,20,1738,0,2,0,0,3,0,0.00,0.10,0.10,0.00,0.10,1.9,1.9,1.2,0.10,0.06,0.16,0.10,0.16,Matches
262,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,23,1996,18,8,786,3,0,0,0,2,0,0.34,0.00,0.34,0.34,0.34,2.7,2.7,0.4,0.31,0.05,0.36,0.31,0.36,Matches
263,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,29,1989,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
264,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,28,1990,16,4,529,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.04,0.05,0.09,0.04,0.09,Matches
265,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,24,1994,18,18,1538,3,2,0,0,2,0,0.18,0.12,0.29,0.18,0.29,2.7,2.7,1.9,0.16,0.11,0.27,0.16,0.27,Matches
266,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,17,14,1200,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,5.5,5.5,1.3,0.41,0.09,0.51,0.41,0.51,Matches
267,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,35,1984,2,1,158,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
268,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,27,1992,20,17,1569,1,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,1.3,0.07,0.07,0.14,0.07,0.14,Matches
269,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,19,1999,21,21,1815,1,4,0,0,3,0,0.05,0.20,0.25,0.05,0.25,1.0,1.0,3.2,0.05,0.16,0.21,0.05,0.21,Matches
270,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,22,1996,17,17,1454,2,1,0,0,2,0,0.12,0.06,0.19,0.12,0.19,1.4,1.4,0.7,0.08,0.04,0.12,0.08,0.12,Matches
271,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,29,1989,21,21,1890,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.02,0.01,0.03,0.02,0.03,Matches
272,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,25,1994,9,9,743,0,2,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,0.6,0.01,0.07,0.08,0.01,0.08,Matches
273,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,27,1992,2,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.07,0.07,0.00,0.07,Matches
274,Chris Mepham\Chris-Mepham,wal WAL,,Bournemouth,21,1997,11,10,900,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.1,0.07,0.01,0.08,0.07,0.08,Matches
275,Max Meyer\Max-Meyer,de GER,FWMF,Crystal Palace,23,1995,9,5,417,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,0.13,0.13,0.26,0.13,0.26,Matches
276,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,28,1991,20,20,1786,2,1,2,2,8,0,0.10,0.05,0.15,0.00,0.05,2.1,0.6,1.9,0.10,0.10,0.20,0.03,0.12,Matches
277,James Milner\James-Milner,eng ENG,MF,Liverpool,33,1986,15,5,573,2,2,2,2,3,0,0.31,0.31,0.63,0.00,0.31,1.9,0.4,0.6,0.30,0.09,0.39,0.06,0.15,Matches
278,Yerry Mina\Yerry-Mina,co COL,DF,Everton,24,1994,19,18,1630,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,0.08,0.01,0.09,0.08,0.09,Matches
279,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,26,1993,17,17,1463,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.7,0.7,0.4,0.04,0.03,0.07,0.04,0.07,Matches
280,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,30,1989,3,1,111,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.18,0.18,0.37,0.18,0.37,Matches
281,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,33,1986,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.03,0.08,0.11,0.03,0.11,Matches
282,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,28,1991,18,17,1387,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.3,1.3,1.0,0.08,0.07,0.15,0.08,0.15,Matches
283,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,29,1990,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
284,Aaron Mooy\Aaron-Mooy,au AUS,MF,Brighton,28,1990,15,13,1056,1,1,0,0,2,1,0.09,0.09,0.17,0.09,0.17,1.1,1.1,1.5,0.09,0.13,0.22,0.09,0.22,Matches
285,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,22,1996,21,21,1790,5,1,0,1,3,0,0.25,0.05,0.30,0.25,0.30,5.2,4.4,0.9,0.26,0.04,0.31,0.22,0.26,Matches
286,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,35,1984,6,1,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
287,Ravel Morrison\Ravel-Morrison,eng ENG,MF,Sheffield Utd,26,1993,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.30,0.00,0.30,0.30,0.30,Matches
288,Mason Mount\Mason-Mount,eng ENG,MF,Chelsea,20,1999,21,19,1715,5,2,0,0,3,0,0.26,0.10,0.37,0.26,0.37,4.7,4.7,1.8,0.25,0.10,0.34,0.25,0.34,Matches
289,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,26,1992,19,11,1014,4,1,0,0,2,0,0.36,0.09,0.44,0.36,0.44,4.0,4.0,0.5,0.35,0.05,0.40,0.35,0.40,Matches
290,Lys Mousset\Lys-Mousset,fr FRA,MF,Sheffield Utd,23,1996,17,8,794,5,3,0,0,0,0,0.57,0.34,0.91,0.57,0.91,2.6,2.6,2.0,0.30,0.23,0.53,0.30,0.53,Matches
291,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,32,1986,21,20,1800,1,6,0,0,4,0,0.05,0.30,0.35,0.05,0.35,0.7,0.7,3.9,0.03,0.19,0.23,0.03,0.23,Matches
292,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,35,1983,13,3,398,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.15,0.09,0.23,0.15,0.23,Matches
293,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,27,1992,3,1,170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.18,0.00,0.18,0.18,0.18,Matches
294,Yoshinori Mutō\Yoshinori-Muto,jp JPN,MF,Newcastle Utd,27,1992,7,2,201,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07,Matches
295,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Tottenham,24,1995,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.89,0.00,0.89,0.89,0.89,Matches
296,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,25,1994,14,13,1152,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.04,0.04,0.01,0.04,Matches
297,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,DF,Leicester City,22,1996,20,19,1730,2,1,0,0,3,0,0.10,0.05,0.16,0.10,0.16,1.2,1.2,0.4,0.06,0.02,0.08,0.06,0.08,Matches
298,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,22,1996,15,10,802,2,1,0,0,2,0,0.22,0.11,0.34,0.22,0.34,0.4,0.4,1.1,0.04,0.12,0.16,0.04,0.16,Matches
299,Reiss Nelson\Reiss-Nelson,eng ENG,MF,Arsenal,19,1999,9,5,439,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.12,0.06,0.18,0.12,0.18,Matches
300,Pedro Neto\Pedro-Neto,pt POR,FW,Wolves,19,2000,14,3,353,1,2,0,0,2,0,0.25,0.51,0.76,0.25,0.76,0.6,0.6,1.7,0.14,0.43,0.57,0.14,0.57,Matches
301,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,22,1997,21,18,1596,2,1,0,0,4,0,0.11,0.06,0.17,0.11,0.17,0.9,0.9,1.1,0.05,0.06,0.11,0.05,0.11,Matches
302,Oumar Niasse\Oumar-Niasse,sn SEN,FWMF,Everton,29,1990,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
303,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,32,1987,17,17,1346,3,1,2,2,2,0,0.20,0.07,0.27,0.07,0.13,1.2,0.4,0.5,0.09,0.04,0.12,0.03,0.07,Matches
304,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,28,1991,20,20,1674,1,0,1,1,4,0,0.05,0.00,0.05,0.00,0.00,1.3,0.6,2.4,0.07,0.13,0.20,0.03,0.16,Matches
305,Ørjan Nyland\Orjan-Nyland,no NOR,GK,Aston Villa,28,1990,2,0,87,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
306,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,25,1994,20,20,1800,0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,1.0,0.05,0.05,0.09,0.05,0.09,Matches
307,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,19,2000,9,3,272,1,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.2,0.2,0.2,0.06,0.06,0.13,0.06,0.13,Matches
308,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,31,1988,15,15,1350,2,0,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.0,0.05,0.00,0.05,0.05,0.05,Matches
309,Divock Origi\Divock-Origi,be BEL,FWMF,Liverpool,24,1995,15,4,389,3,1,0,0,0,0,0.69,0.23,0.93,0.69,0.93,1.9,1.9,0.1,0.43,0.02,0.45,0.43,0.45,Matches
310,Ben Osborn\Ben-Osborn,eng ENG,MF,Sheffield Utd,24,1994,4,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.47,0.47,0.00,0.47,Matches
311,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,31,1988,13,11,994,2,0,0,0,3,0,0.18,0.00,0.18,0.18,0.18,2.2,2.2,0.0,0.20,0.00,0.20,0.20,0.20,Matches
312,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MF,Liverpool,25,1993,12,5,511,1,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.3,1.3,0.4,0.22,0.06,0.29,0.22,0.29,Matches
313,Mesut Özil\Mesut-Ozil,de GER,MF,Arsenal,30,1988,11,11,910,0,1,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.8,0.8,1.5,0.08,0.14,0.22,0.08,0.22,Matches
314,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,24,1994,12,12,918,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.2,0.08,0.11,0.19,0.08,0.19,Matches
315,Sokratis Papastathopoulos\Sokratis-Papastathopoulos,gr GRE,DF,Arsenal,31,1988,17,17,1517,2,0,0,0,5,0,0.12,0.00,0.12,0.12,0.12,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06,Matches
316,Troy Parrott\Troy-Parrott,ie IRL,FW,Tottenham,17,2002,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
317,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,31,1988,21,21,1890,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
318,Pedro\Pedro,es ESP,FWMF,Chelsea,32,1987,5,4,312,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.5,0.33,0.14,0.47,0.33,0.47,Matches
319,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,24,1995,18,11,1084,3,3,1,1,2,0,0.25,0.25,0.50,0.17,0.42,3.7,3.0,2.1,0.31,0.18,0.49,0.25,0.42,Matches
320,Andreas Pereira\Andreas-Pereira,br BRA,MF,Manchester Utd,23,1996,18,14,1181,1,3,0,0,3,0,0.08,0.23,0.30,0.08,0.30,1.2,1.2,2.9,0.09,0.22,0.31,0.09,0.31,Matches
321,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,25,1993,20,20,1800,2,1,0,0,1,0,0.10,0.05,0.15,0.10,0.15,0.6,0.6,1.7,0.03,0.09,0.12,0.03,0.12,Matches
322,Roberto Pereyra\Roberto-Pereyra,ar ARG,MF,Watford,28,1991,15,8,874,1,0,1,1,3,0,0.10,0.00,0.10,0.00,0.00,1.8,1.0,1.4,0.18,0.14,0.32,0.10,0.24,Matches
323,Ayoze Pérez\Ayoze-Perez,es ESP,FW,Leicester City,26,1993,18,15,1127,5,4,0,0,0,0,0.40,0.32,0.72,0.40,0.72,3.5,3.5,2.2,0.28,0.17,0.45,0.28,0.45,Matches
324,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,25,1994,21,21,1890,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
325,Brandon Pierrick\Brandon-Pierrick,eng ENG,MF,Crystal Palace,17,2001,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,1.02,1.02,0.00,1.02,Matches
326,Erik Pieters\Erik-Pieters,nl NED,DF,Burnley,30,1988,15,14,1234,0,3,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.2,0.2,1.0,0.01,0.07,0.09,0.01,0.09,Matches
327,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,26,1993,7,5,521,0,2,0,1,0,0,0.00,0.35,0.35,0.00,0.35,1.6,0.9,1.5,0.28,0.26,0.55,0.15,0.42,Matches
328,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,27,1992,21,21,1890,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.03,0.03,0.00,0.03,Matches
329,Dennis Praet\Dennis-Praet,be BEL,MF,Leicester City,25,1994,14,6,560,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.6,0.08,0.10,0.18,0.08,0.18,Matches
330,Sebastian Prödl\Sebastian-Prodl,at AUT,DFMF,Watford,32,1987,1,1,57,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
331,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,27,1991,18,18,1620,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,1.1,0.07,0.06,0.13,0.07,0.13,Matches
332,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,29,1990,21,21,1870,9,3,0,0,3,0,0.43,0.14,0.58,0.43,0.58,7.9,7.9,3.0,0.38,0.14,0.52,0.38,0.52,Matches
333,Christian Pulisic\Christian-Pulisic,us USA,MF,Chelsea,20,1998,16,12,1076,5,2,0,0,0,0,0.42,0.17,0.59,0.42,0.59,5.1,5.1,2.0,0.43,0.17,0.60,0.43,0.60,Matches
334,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,19,1999,3,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.20,0.00,0.20,0.20,0.20,Matches
335,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,21,1998,21,21,1890,0,1,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,21,1997,21,21,1823,12,4,4,6,2,0,0.59,0.20,0.79,0.39,0.59,12.5,7.9,2.7,0.62,0.13,0.75,0.39,0.52,Matches
337,Nathan Redmond\Nathan-Redmond,eng ENG,MF,Southampton,25,1994,19,19,1612,2,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,3.6,3.6,1.9,0.20,0.11,0.31,0.20,0.31,Matches
338,Declan Rice\Declan-Rice,eng ENG,DF,West Ham,20,1999,20,20,1800,0,1,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.3,0.02,0.02,0.04,0.02,0.04,Matches
339,Richarlison\Richarlison,br BRA,FW,Everton,22,1997,21,21,1818,7,3,0,0,4,0,0.35,0.15,0.50,0.35,0.50,4.8,4.8,2.8,0.24,0.14,0.37,0.24,0.37,Matches
