,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
340,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,26,1993,17,17,1435,0,2,0,0,6,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.8,0.01,0.12,0.13,0.01,0.13,Matches
341,Jaïro Riedewald\Jairo-Riedewald,nl NED,DF,Crystal Palace,22,1996,5,3,295,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.09,0.10,0.01,0.10,Matches
342,Matt Ritchie\Matt-Ritchie,sco SCO,MF,Newcastle Utd,29,1989,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.13,0.16,0.02,0.16,Matches
343,Roberto\Roberto,es ESP,GK,West Ham,33,1986,8,7,686,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
344,Patrick Roberts\Patrick-Roberts,eng ENG,FWMF,Norwich City,22,1997,3,0,23,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
345,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,19,18,1637,1,5,0,0,0,0,0.05,0.27,0.33,0.05,0.33,0.9,0.9,3.7,0.05,0.20,0.25,0.05,0.25,Matches
346,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,14,9,641,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,0.4,0.29,0.06,0.35,0.29,0.35,Matches
347,Rodri\Rodri,es ESP,MF,Manchester City,23,1996,19,16,1435,2,1,0,0,4,0,0.13,0.06,0.19,0.13,0.19,0.4,0.4,0.8,0.03,0.05,0.08,0.03,0.08,Matches
348,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,21,5,771,3,0,0,0,1,0,0.35,0.00,0.35,0.35,0.35,2.5,2.5,0.4,0.29,0.05,0.34,0.29,0.34,Matches
349,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,3,1,120,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
350,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,17,12,1127,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.03,0.02,0.03,Matches
351,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,29,1990,11,9,825,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.01,0.09,0.10,0.01,0.10,Matches
352,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,6,6,495,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
353,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,21,21,1890,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
354,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,22,1997,12,10,823,1,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,1.3,0.17,0.14,0.31,0.17,0.31,Matches
355,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,17,15,1265,2,0,0,0,9,1,0.14,0.00,0.14,0.14,0.14,1.7,1.7,0.5,0.12,0.03,0.16,0.12,0.16,Matches
356,Bukayo Saka\Bukayo-Saka,eng ENG,MF,Arsenal,17,2001,12,7,697,0,1,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,0.8,0.09,0.11,0.20,0.09,0.20,Matches
357,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,29,1990,8,6,465,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
358,Mohamed Salah\Mohamed-Salah,eg EGY,FWMF,Liverpool,27,1992,16,16,1355,9,4,2,2,0,0,0.60,0.27,0.86,0.46,0.73,9.1,7.6,2.1,0.60,0.14,0.74,0.50,0.64,Matches
359,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,33,1986,6,1,113,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
360,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,16,15,1350,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.04,0.00,0.04,0.04,0.04,Matches
361,Ismaila Sarr\Ismaila-Sarr,sn SEN,MF,Watford,21,1998,14,9,862,3,1,0,0,1,0,0.31,0.10,0.42,0.31,0.42,3.0,3.0,0.7,0.31,0.08,0.39,0.31,0.39,Matches
362,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,27,1991,15,14,1288,2,0,0,0,4,0,0.14,0.00,0.14,0.14,0.14,1.1,1.1,0.1,0.07,0.01,0.08,0.07,0.08,Matches
363,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Brighton,30,1989,4,1,124,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
364,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DFFW,Crystal Palace,26,1992,14,9,859,2,1,0,0,2,0,0.21,0.10,0.31,0.21,0.31,1.5,1.5,1.1,0.16,0.12,0.28,0.16,0.28,Matches
365,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,21,21,1890,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
366,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11,9,741,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
367,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,5,3,251,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
368,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MF,Liverpool,27,1991,5,2,174,1,0,0,0,0,0,0.52,0.00,0.52,0.52,0.52,0.5,0.5,0.1,0.24,0.03,0.27,0.24,0.27,Matches
369,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,10,1,259,1,0,0,0,1,1,0.35,0.00,0.35,0.35,0.35,0.7,0.7,1.2,0.23,0.43,0.66,0.23,0.66,Matches
370,Luke Shaw\Luke-Shaw,eng ENG,DFMF,Manchester Utd,24,1995,11,8,677,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.04,0.04,0.09,0.04,0.09,Matches
371,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,14,13,1077,5,0,0,0,1,0,0.42,0.00,0.42,0.42,0.42,1.7,1.7,1.7,0.14,0.14,0.28,0.14,0.28,Matches
372,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Everton,27,1992,13,12,1032,0,4,0,0,2,0,0.00,0.35,0.35,0.00,0.35,0.2,0.2,1.5,0.02,0.13,0.15,0.02,0.15,Matches
373,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,20,17,1485,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,2.0,2.0,3.2,0.12,0.20,0.31,0.12,0.31,Matches
374,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,18,13,1180,5,4,0,0,5,0,0.38,0.31,0.69,0.38,0.69,4.0,4.0,2.8,0.31,0.22,0.52,0.31,0.52,Matches
375,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,16,13,1024,3,6,0,0,0,0,0.26,0.53,0.79,0.26,0.79,3.3,3.3,2.6,0.29,0.23,0.53,0.29,0.53,Matches
376,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,3,1,167,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
377,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,20,19,1690,2,1,0,0,6,0,0.11,0.05,0.16,0.11,0.16,2.0,2.0,1.0,0.11,0.05,0.16,0.11,0.16,Matches
378,Oliver Skipp\Oliver-Skipp,eng ENG,MF,Tottenham,18,2000,3,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,10,10,840,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,0.5,0.05,0.06,0.11,0.05,0.11,Matches
380,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,,Arsenal,19,2000,2,1,97,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
381,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWMF,West Ham,31,1987,15,11,1004,3,2,0,0,4,0,0.27,0.18,0.45,0.27,0.45,2.0,2.0,1.7,0.20,0.16,0.36,0.20,0.36,Matches
382,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,13,13,1108,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.1,0.05,0.09,0.13,0.05,0.13,Matches
383,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,21,1997,18,10,952,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.7,0.19,0.07,0.26,0.19,0.26,Matches
384,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,20,20,1800,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.8,1.8,0.2,0.09,0.01,0.10,0.09,0.10,Matches
385,Dennis Srbeny\Dennis-Srbeny,de GER,MF,Norwich City,25,1994,8,0,39,1,0,0,0,0,0,2.31,0.00,2.31,2.31,2.31,0.5,0.5,0.0,1.07,0.00,1.07,1.07,1.07,Matches
386,Jack Stacey\Jack-Stacey,eng ENG,FWMF,Bournemouth,23,1996,9,9,798,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.5,0.02,0.06,0.07,0.02,0.07,Matches
387,Junior Stanislas\Junior-Stanislas,eng ENG,MF,Bournemouth,29,1989,2,1,107,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.07,0.12,0.19,0.07,0.19,Matches
388,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,1,1,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
389,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,19,18,1601,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.5,0.02,0.03,0.05,0.02,0.05,Matches
390,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,13,12,1108,1,2,0,0,0,0,0.08,0.16,0.24,0.08,0.24,0.2,0.2,0.8,0.02,0.06,0.08,0.02,0.08,Matches
391,Raheem Sterling\Raheem-Sterling,eng ENG,FWMF,Manchester City,24,1994,20,19,1671,11,1,0,1,4,0,0.59,0.05,0.65,0.59,0.65,9.6,8.7,4.9,0.52,0.26,0.78,0.47,0.73,Matches
392,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,20,20,1800,1,2,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.5,0.5,2.5,0.02,0.13,0.15,0.02,0.15,Matches
393,Marco Stiepermann\Marco-Stiepermann,de GER,FWMF,Norwich City,28,1991,16,11,929,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.5,0.15,0.04,0.19,0.15,0.19,Matches
394,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,9,8,700,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.08,0.01,0.08,0.08,0.08,Matches
395,Isaac Success\Isaac-Success,ng NGA,FW,Watford,23,1996,4,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.14,0.23,0.36,0.14,0.36,Matches
396,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,1,136,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
397,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,3,0,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,14,14,1151,1,2,0,0,3,0,0.08,0.16,0.23,0.08,0.23,0.2,0.2,2.1,0.02,0.16,0.18,0.02,0.18,Matches
399,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,21,21,1890,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,1.5,1.5,0.9,0.07,0.04,0.11,0.07,0.11,Matches
400,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,9,7,656,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.06,0.07,0.00,0.07,Matches
401,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,9,7,703,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
402,Alexander Tettey\Alexander-Tettey,no NOR,MF,Norwich City,33,1986,15,13,1113,1,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,0.5,0.5,0.3,0.04,0.03,0.07,0.04,0.07,Matches
403,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,20,20,1759,3,3,0,0,1,0,0.15,0.15,0.31,0.15,0.31,2.0,2.0,3.0,0.10,0.16,0.26,0.10,0.26,Matches
404,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,5,4,299,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.02,0.16,0.19,0.02,0.19,Matches
405,James Tomkins\James-Tomkins,eng ENG,DFMF,Crystal Palace,30,1989,13,13,1163,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05,Matches
406,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14,14,1229,1,0,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches
407,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,18,12,1079,1,0,0,0,3,0,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.7,0.13,0.06,0.19,0.13,0.19,Matches
408,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,5,2,290,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.8,0.8,0.1,0.24,0.04,0.28,0.24,0.28,Matches
409,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,28,1991,14,9,782,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,0.2,0.2,1.2,0.02,0.14,0.16,0.02,0.16,Matches
410,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,23,1996,20,17,1583,4,4,0,0,0,0,0.23,0.23,0.45,0.23,0.45,1.9,1.9,4.1,0.11,0.23,0.34,0.11,0.34,Matches
411,Trézéguet\Trezeguet,eg EGY,MF,Aston Villa,24,1994,18,11,1069,3,1,0,0,4,1,0.25,0.08,0.34,0.25,0.34,2.3,2.3,0.5,0.19,0.05,0.24,0.19,0.24,Matches
412,Leandro Trossard\Leandro-Trossard,be BEL,FW,Brighton,24,1994,15,10,876,2,3,0,0,0,0,0.21,0.31,0.51,0.21,0.51,1.7,1.7,2.9,0.18,0.29,0.47,0.18,0.47,Matches
413,Tom Trybull\Tom-Trybull,de GER,DFMF,Norwich City,26,1993,14,12,1029,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.04,0.00,0.04,0.04,0.04,Matches
414,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,2,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
415,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,8,7,558,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.04,0.12,0.16,0.04,0.16,Matches
416,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,2,1,162,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
417,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,19,19,1710,17,3,3,3,2,0,0.89,0.16,1.05,0.74,0.89,11.1,8.8,2.7,0.58,0.14,0.73,0.46,0.61,Matches
418,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,14,14,1199,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,0.4,0.4,0.9,0.03,0.07,0.10,0.03,0.10,Matches
419,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,11,11,934,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.1,0.05,0.01,0.05,0.05,0.05,Matches
420,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,9,3,333,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.06,0.14,0.19,0.06,0.19,Matches
421,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,9,3,289,1,0,0,0,2,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.3,0.23,0.10,0.33,0.23,0.33,Matches
422,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,5,0,83,0,1,0,0,0,0,0.00,1.08,1.08,0.00,1.08,0.2,0.2,0.0,0.17,0.05,0.22,0.17,0.22,Matches
423,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,30,1989,14,8,627,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,1.3,1.3,0.7,0.18,0.10,0.29,0.18,0.29,Matches
424,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,17,17,1449,1,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,0.8,0.8,1.2,0.05,0.08,0.12,0.05,0.12,Matches
425,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,3,242,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
426,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,18,18,1611,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.7,0.01,0.04,0.05,0.01,0.05,Matches
427,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,2,0,23,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
428,Joel Ward\Joel-Ward,eng ENG,DFMF,Crystal Palace,29,1989,13,13,1104,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
429,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,24,1994,21,21,1890,4,2,1,2,5,0,0.19,0.10,0.29,0.14,0.24,4.1,2.4,3.1,0.20,0.15,0.34,0.12,0.26,Matches
430,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,16,16,1386,3,0,0,0,2,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,0.8,0.05,0.05,0.10,0.05,0.10,Matches
431,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,5,3,210,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.27,0.02,0.29,0.27,0.29,Matches
432,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,18,18,1620,0,5,0,0,6,0,0.00,0.28,0.28,0.00,0.28,0.8,0.8,2.5,0.04,0.14,0.18,0.04,0.18,Matches
433,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,4,0,60,1,1,0,0,0,0,1.50,1.50,3.00,1.50,3.00,1.3,1.3,0.5,1.94,0.71,2.65,1.94,2.65,Matches
434,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,18,18,1500,2,0,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.2,1.2,0.4,0.07,0.02,0.10,0.07,0.10,Matches
435,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,17,16,1396,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.6,0.6,1.2,0.04,0.08,0.12,0.04,0.12,Matches
436,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,6,4,358,1,0,0,0,4,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.2,0.06,0.05,0.10,0.06,0.10,Matches
437,Willian\Willian,br BRA,MF,Chelsea,30,1988,20,16,1454,4,4,1,1,2,0,0.25,0.25,0.50,0.19,0.43,2.7,2.0,3.7,0.17,0.23,0.40,0.12,0.35,Matches
438,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,19,1999,16,6,547,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,0.13,0.08,0.21,0.13,0.21,Matches
439,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,6,2,175,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
440,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,20,18,1630,5,0,0,0,4,0,0.28,0.00,0.28,0.28,0.28,5.0,5.0,1.3,0.29,0.08,0.37,0.29,0.37,Matches
441,Harry Wilson\Harry-Wilson,wal WAL,MF,Bournemouth,22,1997,17,13,1012,6,0,0,0,1,0,0.53,0.00,0.53,0.53,0.53,2.1,2.1,1.3,0.19,0.12,0.32,0.19,0.32,Matches
442,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,16,12,998,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Matches
443,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,19,19,1565,8,0,0,0,1,0,0.46,0.00,0.46,0.46,0.46,6.9,6.9,0.5,0.39,0.03,0.42,0.39,0.42,Matches
444,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,15,15,1278,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.7,0.01,0.05,0.06,0.01,0.06,Matches
445,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,29,1989,15,9,828,3,1,0,0,2,0,0.33,0.11,0.43,0.33,0.43,1.5,1.5,2.5,0.16,0.27,0.43,0.16,0.43,Matches
446,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,11,7,718,1,0,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.1,0.09,0.02,0.10,0.09,0.10,Matches
447,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,8,6,558,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.09,0.00,0.09,0.09,0.09,Matches
448,Ashley Young\Ashley-Young,eng ENG,DFFW,Manchester Utd,34,1985,12,10,954,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,0.01,0.11,0.12,0.01,0.12,Matches
449,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6,3,289,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.05,0.05,0.00,0.05,Matches
450,Wilfried Zaha\Wilfried-Zaha,ci CIV,FWMF,Crystal Palace,26,1992,21,20,1825,3,2,0,0,3,0,0.15,0.10,0.25,0.15,0.25,2.4,2.4,1.5,0.12,0.07,0.19,0.12,0.19,Matches
451,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,10,10,846,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
452,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,MF,Manchester City,22,1996,9,7,680,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.04,0.09,0.13,0.04,0.13,Matches
453,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,20,18,1668,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.03,0.01,0.05,0.03,0.05,Matches